FORMATTED_BATCH_ID,SUPPLIER,SUPPLIER_REF,WELL_REF,BARCODE,Starting Concentration,Concentration Range
CBP-0063648-02,P3_Prestwick,Prestw-234,K15,B006,0,A
CBP-0063649-02,P3_Prestwick,Prestw-114,C08,B006,0,A
CBP-0063650-03,P3_Prestwick,Prestw-274,C18,B006,0,A
CBP-0063651-02,P3_Prestwick,Prestw-1184,O08,B006,0,A
CBP-0063652-02,P3_Prestwick,Prestw-154,K10,B006,0,A
CBP-0063653-02,P3_Prestwick,Prestw-175,N11,B006,0,A
CBP-0063654-02,P3_Prestwick,Prestw-25,I02,B006,0,A
CBP-0063655-03,P3_Prestwick,Prestw-185,I12,B006,0,A
CBP-0063656-02,P3_Prestwick,Prestw-35,E03,B006,0,A
CBP-0063657-02,P3_Prestwick,Prestw-45,J03,B006,0,A
CBP-0063658-02,P3_Prestwick,Prestw-205,J13,B006,0,A
CBP-0063659-02,P3_Prestwick,Prestw-225,A15,B006,0,A
CBP-0063660-02,P3_Prestwick,Prestw-245,B16,B006,0,A
CBP-0063661-02,P3_Prestwick,Prestw-95,N06,B006,0,A
CBP-0063662-02,P3_Prestwick,Prestw-105,I07,B006,0,A
CBP-0063663-04,P3_Prestwick,Prestw-285,J18,B006,0,A
CBP-0063664-02,P3_Prestwick,Prestw-155,M10,B006,0,A
CBP-0063665-02,P3_Prestwick,Prestw-6,D01,B006,0,A
CBP-0063666-02,P3_Prestwick,Prestw-16,P01,B006,0,A
CBP-0063667-02,P3_Prestwick,Prestw-36,G03,B006,0,A
CBP-0063668-02,P3_Prestwick,Prestw-226,C15,B006,0,A
CBP-0063669-02,P3_Prestwick,Prestw-76,O05,B006,0,A
CBP-0063670-03,P3_Prestwick,Prestw-106,K07,B006,0,A
CBP-0063671-03,P3_Prestwick,Prestw-136,H09,B006,0,A
CBP-0063672-02,P3_Prestwick,Prestw-296,H19,B006,0,A
CBP-0063673-03,P3_Prestwick,Prestw-156,O10,B006,0,A
CBP-0063674-02,P3_Prestwick,Prestw-177,A12,B006,0,A
CBP-0063675-02,P3_Prestwick,Prestw-187,M12,B006,0,A
CBP-0063676-02,P3_Prestwick,Prestw-37,B03,B006,0,A
CBP-0063677-02,P3_Prestwick,Prestw-1181,N13,B006,0,A
CBP-0063678-02,P3_Prestwick,Prestw-67,E05,B006,0,A
CBP-0063679-03,P3_Prestwick,Prestw-77,J05,B006,0,A
CBP-0063680-03,P3_Prestwick,Prestw-247,F16,B006,0,A
CBP-0063681-05,P3_Prestwick,Prestw-1314,M07,B006,0,A
CBP-0063682-02,P3_Prestwick,Prestw-127,N08,B006,0,A
CBP-0063683-02,P3_Prestwick,Prestw-147,E10,B006,0,A
CBP-0063684-03,P3_Prestwick,Prestw-307,E20,B006,0,A
CBP-0063685-02,P3_Prestwick,Prestw-168,H11,B006,0,A
CBP-0063686-02,P3_Prestwick,Prestw-18,C02,B006,0,A
CBP-0063687-02,P3_Prestwick,Prestw-178,C12,B006,0,A
CBP-0063688-02,P3_Prestwick,Prestw-58,K04,B006,0,A
CBP-0063689-02,P3_Prestwick,Prestw-218,K14,B006,0,A
CBP-0063690-02,P3_Prestwick,Prestw-88,H06,B006,0,A
CBP-0063691-02,P3_Prestwick,Prestw-98,C07,B006,0,A
CBP-0063692-03,P3_Prestwick,Prestw-128,P08,B006,0,A
CBP-0063693-02,P3_Prestwick,Prestw-29,J02,B006,0,A
CBP-0063694-02,P3_Prestwick,Prestw-189,J12,B006,0,A
CBP-0063695-02,P3_Prestwick,Prestw-39,F03,B006,0,A
CBP-0063696-03,P3_Prestwick,Prestw-1179,I06,B006,0,A
CBP-0063697-02,P3_Prestwick,Prestw-259,E17,B006,0,A
CBP-0063698-03,P3_Prestwick,Prestw-279,F18,B006,0,A
CBP-0063699-02,P3_Prestwick,Prestw-10,K01,B006,0,A
CBP-0063700-02,P3_Prestwick,Prestw-20,G02,B006,0,A
CBP-0063701-02,P3_Prestwick,Prestw-30,L02,B006,0,A
CBP-0063702-03,P3_Prestwick,Prestw-210,C14,B006,0,A
CBP-0063703-02,P3_Prestwick,Prestw-220,O14,B006,0,A
CBP-0063704-02,P3_Prestwick,Prestw-70,D05,B006,0,A
CBP-0063705-02,P3_Prestwick,Prestw-1192,L07,B006,0,A
CBP-0063706-03,P3_Prestwick,Prestw-130,C09,B006,0,A
CBP-0063707-02,P3_Prestwick,Prestw-290,C19,B006,0,A
CBP-0063708-02,P3_Prestwick,Prestw-341,B22,B006,0,A
CBP-0063709-02,P3_Prestwick,Prestw-351,N22,B006,0,A
CBP-0063710-02,P3_Prestwick,Prestw-1430,I11,B007,0,A
CBP-0063711-02,P3_Prestwick,Prestw-381,J02,B007,0,A
CBP-0063712-02,P3_Prestwick,Prestw-551,F13,B007,0,A
CBP-0063713-02,P3_Prestwick,Prestw-401,A04,B007,0,A
CBP-0063714-02,P3_Prestwick,Prestw-411,M04,B007,0,A
CBP-0063715-02,P3_Prestwick,Prestw-421,B05,B007,0,A
CBP-0063716-02,P3_Prestwick,Prestw-1303,N05,B007,0,A
CBP-0063717-02,P3_Prestwick,Prestw-1431,E17,B007,0,A
CBP-0063718-02,P3_Prestwick,Prestw-1506,J17,B007,0,A
CBP-0063719-05,P3_Prestwick,Prestw-1358,F08,B007,0,A
CBP-0063720-02,P3_Prestwick,Prestw-332,O21,B006,0,A
CBP-0063721-02,P3_Prestwick,Prestw-492,O09,B007,0,A
CBP-0063722-02,P3_Prestwick,Prestw-512,P10,B007,0,A
CBP-0063723-03,P3_Prestwick,Prestw-362,K01,B007,0,A
CBP-0063724-02,P3_Prestwick,Prestw-522,K11,B007,0,A
CBP-0063725-02,P3_Prestwick,Prestw-542,L12,B007,0,A
CBP-0063726-02,P3_Prestwick,Prestw-1269,C04,B007,0,A
CBP-0063727-03,P3_Prestwick,Prestw-572,O14,B007,0,A
CBP-0063728-02,P3_Prestwick,Prestw-1368,D05,B007,0,A
CBP-0063729-02,P3_Prestwick,Prestw-1407,P15,B007,0,A
CBP-0063730-02,P3_Prestwick,Prestw-1161,G07,B007,0,A
CBP-0063731-02,P3_Prestwick,Prestw-1501,G17,B007,0,A
CBP-0063732-02,P3_Prestwick,Prestw-462,L07,B007,0,A
CBP-0063733-03,P3_Prestwick,Prestw-1217,L17,B007,0,A
CBP-0063734-02,P3_Prestwick,Prestw-1295,H08,B007,0,A
CBP-0063735-02,P3_Prestwick,Prestw-1336,E09,B007,0,A
CBP-0063736-02,P3_Prestwick,Prestw-333,J21,B006,0,A
CBP-0063737-03,P3_Prestwick,Prestw-493,J09,B007,0,A
CBP-0063738-02,P3_Prestwick,Prestw-353,A01,B007,0,A
CBP-0063739-02,P3_Prestwick,Prestw-513,A11,B007,0,A
CBP-0063740-03,P3_Prestwick,Prestw-1169,M11,B007,0,A
CBP-0063741-02,P3_Prestwick,Prestw-373,B02,B007,0,A
CBP-0063742-02,P3_Prestwick,Prestw-533,B12,B007,0,A
CBP-0063743-02,P3_Prestwick,Prestw-403,E04,B007,0,A
CBP-0063744-02,P3_Prestwick,Prestw-413,J04,B007,0,A
CBP-0063745-04,P3_Prestwick,Prestw-1467,J14,B007,0,A
CBP-0063746-02,P3_Prestwick,Prestw-433,A06,B007,0,A
CBP-0063747-02,P3_Prestwick,Prestw-1369,A16,B007,0,A
CBP-0063748-02,P3_Prestwick,Prestw-1364,M16,B007,0,A
CBP-0063749-02,P3_Prestwick,Prestw-1257,B07,B007,0,A
CBP-0063750-03,P3_Prestwick,Prestw-1503,B17,B007,0,A
CBP-0063751-02,P3_Prestwick,Prestw-463,N07,B007,0,A
CBP-0063752-02,P3_Prestwick,Prestw-473,I08,B007,0,A
CBP-0063753-02,P3_Prestwick,Prestw-484,G09,B007,0,A
CBP-0063754-03,P3_Prestwick,Prestw-334,L21,B006,0,A
CBP-0063755-02,P3_Prestwick,Prestw-494,L09,B007,0,A
CBP-0063756-02,P3_Prestwick,Prestw-504,H10,B007,0,A
CBP-0063757-02,P3_Prestwick,Prestw-354,C01,B007,0,A
CBP-0063758-02,P3_Prestwick,Prestw-524,O11,B007,0,A
CBP-0063759-02,P3_Prestwick,Prestw-534,D12,B007,0,A
CBP-0063760-03,P3_Prestwick,Prestw-384,P02,B007,0,A
CBP-0063761-03,P3_Prestwick,Prestw-544,P12,B007,0,A
CBP-0063762-03,P3_Prestwick,Prestw-1288,G04,B007,0,A
CBP-0063763-02,P3_Prestwick,Prestw-1491,G14,B007,0,A
CBP-0063764-04,P3_Prestwick,Prestw-1219,L04,B007,0,A
CBP-0063765-02,P3_Prestwick,Prestw-574,L14,B007,0,A
CBP-0063766-03,P3_Prestwick,Prestw-424,H05,B007,0,A
CBP-0063767-02,P3_Prestwick,Prestw-434,C06,B007,0,A
CBP-0063768-02,P3_Prestwick,Prestw-1156,O06,B007,0,A
CBP-0063769-02,P3_Prestwick,Prestw-1429,D07,B007,0,A
CBP-0063770-04,P3_Prestwick,Prestw-1469,P17,B007,0,A
CBP-0063771-02,P3_Prestwick,Prestw-1254,K08,B007,0,A
CBP-0063772-03,P3_Prestwick,Prestw-325,B21,B006,0,A
CBP-0063773-02,P3_Prestwick,Prestw-485,B09,B007,0,A
CBP-0063774-02,P3_Prestwick,Prestw-495,N09,B007,0,A
CBP-0063775-02,P3_Prestwick,Prestw-355,E01,B007,0,A
CBP-0063776-02,P3_Prestwick,Prestw-515,E11,B007,0,A
CBP-0063777-02,P3_Prestwick,Prestw-365,J01,B007,0,A
CBP-0063778-04,P3_Prestwick,Prestw-525,J11,B007,0,A
CBP-0063779-03,P3_Prestwick,Prestw-395,M03,B007,0,A
CBP-0063780-02,P3_Prestwick,Prestw-555,M13,B007,0,A
CBP-0063781-03,P3_Prestwick,Prestw-405,B04,B007,0,A
CBP-0063782-02,P3_Prestwick,Prestw-1147,N04,B007,0,A
CBP-0063783-02,P3_Prestwick,Prestw-1351,N14,B007,0,A
CBP-0063784-02,P3_Prestwick,Prestw-1500,I15,B007,0,A
CBP-0063785-03,P3_Prestwick,Prestw-435,E06,B007,0,A
CBP-0063786-04,P3_Prestwick,Prestw-1410,E16,B007,0,A
CBP-0063787-02,P3_Prestwick,Prestw-1121,J16,B007,0,A
CBP-0063788-02,P3_Prestwick,Prestw-1604,F17,B007,0,A
CBP-0063789-02,P3_Prestwick,Prestw-496,P09,B007,0,A
CBP-0063790-02,P3_Prestwick,Prestw-356,G01,B007,0,A
CBP-0063791-04,P3_Prestwick,Prestw-516,G11,B007,0,A
CBP-0063792-02,P3_Prestwick,Prestw-526,L11,B007,0,A
CBP-0063793-02,P3_Prestwick,Prestw-376,H02,B007,0,A
CBP-0063794-04,P3_Prestwick,Prestw-546,C13,B007,0,A
CBP-0063795-04,P3_Prestwick,Prestw-396,O03,B007,0,A
CBP-0063796-03,P3_Prestwick,Prestw-1144,O13,B007,0,A
CBP-0063797-02,P3_Prestwick,Prestw-1211,K15,B007,0,A
CBP-0063798-02,P3_Prestwick,Prestw-436,G06,B007,0,A
CBP-0063799-02,P3_Prestwick,Prestw-1400,C08,B007,0,A
CBP-0063800-02,P3_Prestwick,Prestw-626,C18,B007,0,A
CBP-0063801-02,P3_Prestwick,Prestw-1488,O18,B007,0,A
CBP-0063802-02,P3_Prestwick,Prestw-327,F21,B006,0,A
CBP-0063803-02,P3_Prestwick,Prestw-347,M22,B006,0,A
CBP-0063804-03,P3_Prestwick,Prestw-357,B01,B007,0,A
CBP-0063805-02,P3_Prestwick,Prestw-517,B11,B007,0,A
CBP-0063806-02,P3_Prestwick,Prestw-527,N11,B007,0,A
CBP-0063807-02,P3_Prestwick,Prestw-547,E13,B007,0,A
CBP-0063808-02,P3_Prestwick,Prestw-557,J13,B007,0,A
CBP-0063809-02,P3_Prestwick,Prestw-1139,F14,B007,0,A
CBP-0063810-02,P3_Prestwick,Prestw-1298,A05,B007,0,A
CBP-0063811-02,P3_Prestwick,Prestw-437,B06,B007,0,A
CBP-0063812-07,P3_Prestwick,Prestw-1183,B16,B007,0,A
CBP-0063813-02,P3_Prestwick,Prestw-607,N16,B007,0,A
CBP-0063814-03,P3_Prestwick,Prestw-1157,E08,B007,0,A
CBP-0063815-02,P3_Prestwick,Prestw-627,E18,B007,0,A
CBP-0063816-02,P3_Prestwick,Prestw-1427,J18,B007,0,A
CBP-0063817-02,P3_Prestwick,Prestw-328,H21,B006,0,A
CBP-0063818-02,P3_Prestwick,Prestw-338,C22,B006,0,A
CBP-0063819-04,P3_Prestwick,Prestw-498,C10,B007,0,A
CBP-0063820-02,P3_Prestwick,Prestw-110,O10,B007,0,A
CBP-0063821-02,P3_Prestwick,Prestw-528,P11,B007,0,A
CBP-0063822-03,P3_Prestwick,Prestw-378,K02,B007,0,A
CBP-0063823-02,P3_Prestwick,Prestw-538,K12,B007,0,A
CBP-0063824-02,P3_Prestwick,Prestw-558,L13,B007,0,A
CBP-0063825-04,P3_Prestwick,Prestw-1174,H14,B007,0,A
CBP-0063826-03,P3_Prestwick,Prestw-418,C05,B007,0,A
CBP-0063827-03,P3_Prestwick,Prestw-1460,P16,B007,0,A
CBP-0063828-02,P3_Prestwick,Prestw-1127,K17,B007,0,A
CBP-0063829-02,P3_Prestwick,Prestw-489,I09,B007,0,A
CBP-0063830-02,P3_Prestwick,Prestw-509,J10,B007,0,A
CBP-0063831-02,P3_Prestwick,Prestw-519,F11,B007,0,A
CBP-0063832-02,P3_Prestwick,Prestw-369,A02,B007,0,A
CBP-0063833-02,P3_Prestwick,Prestw-539,M12,B007,0,A
CBP-0063834-02,P3_Prestwick,Prestw-1403,I14,B007,0,A
CBP-0063835-02,P3_Prestwick,Prestw-419,E05,B007,0,A
CBP-0063836-02,P3_Prestwick,Prestw-1297,E15,B007,0,A
CBP-0063837-02,P3_Prestwick,Prestw-439,F06,B007,0,A
CBP-0063838-03,P3_Prestwick,Prestw-1292,A17,B007,0,A
CBP-0063839-02,P3_Prestwick,Prestw-1251,M07,B007,0,A
CBP-0063840-02,P3_Prestwick,Prestw-619,M17,B007,0,A
CBP-0063841-02,P3_Prestwick,Prestw-469,B08,B007,0,A
CBP-0063842-02,P3_Prestwick,Prestw-1408,N18,B007,0,A
CBP-0063843-02,P3_Prestwick,Prestw-360,H01,B007,0,A
CBP-0063844-02,P3_Prestwick,Prestw-520,H11,B007,0,A
CBP-0063845-02,P3_Prestwick,Prestw-370,C02,B007,0,A
CBP-0063846-03,P3_Prestwick,Prestw-530,C12,B007,0,A
CBP-0063847-02,P3_Prestwick,Prestw-540,O12,B007,0,A
CBP-0063848-02,P3_Prestwick,Prestw-550,D13,B007,0,A
CBP-0063849-04,P3_Prestwick,Prestw-400,P03,B007,0,A
CBP-0063850-02,P3_Prestwick,Prestw-410,K04,B007,0,A
CBP-0063851-03,P3_Prestwick,Prestw-1449,K14,B007,0,A
CBP-0063852-05,P3_Prestwick,Prestw-1242,G05,B007,0,A
CBP-0063853-04,P3_Prestwick,Prestw-1228,G15,B007,0,A
CBP-0063854-02,P3_Prestwick,Prestw-430,L05,B007,0,A
CBP-0063855-02,P3_Prestwick,Prestw-1409,L15,B007,0,A
CBP-0063856-03,P3_Prestwick,Prestw-440,H06,B007,0,A
CBP-0063857-02,P3_Prestwick,Prestw-1367,H16,B007,0,A
CBP-0063858-02,P3_Prestwick,Prestw-470,D08,B007,0,A
CBP-0063859-02,P3_Prestwick,Prestw-1385,P08,B007,0,A
CBP-0063860-02,P3_Prestwick,Prestw-1341,P18,B007,0,A
CBP-0063861-02,P3_Prestwick,Prestw-641,A19,B007,0,A
CBP-0063862-03,P3_Prestwick,Prestw-651,M19,B007,0,A
CBP-0063863-02,P3_Prestwick,Prestw-1233,M07,B008,0,A
CBP-0063864-02,P3_Prestwick,Prestw-1317,B20,B007,0,A
CBP-0063865-02,P3_Prestwick,Prestw-671,N20,B007,0,A
CBP-0063866-02,P3_Prestwick,Prestw-831,N08,B008,0,A
CBP-0063867-02,P3_Prestwick,Prestw-1318,I21,B007,0,A
CBP-0063868-02,P3_Prestwick,Prestw-1455,I09,B008,0,A
CBP-0063869-02,P3_Prestwick,Prestw-1353,E22,B007,0,A
CBP-0063870-02,P3_Prestwick,Prestw-711,F01,B008,0,A
CBP-0063871-02,P3_Prestwick,Prestw-871,F11,B008,0,A
CBP-0063872-02,P3_Prestwick,Prestw-721,A02,B008,0,A
CBP-0063873-02,P3_Prestwick,Prestw-881,A12,B008,0,A
CBP-0063874-02,P3_Prestwick,Prestw-1486,M12,B008,0,A
CBP-0063875-02,P3_Prestwick,Prestw-741,B03,B008,0,A
CBP-0063876-02,P3_Prestwick,Prestw-901,B13,B008,0,A
CBP-0063877-02,P3_Prestwick,Prestw-761,I04,B008,0,A
CBP-0063878-02,P3_Prestwick,Prestw-921,I14,B008,0,A
CBP-0063879-02,P3_Prestwick,Prestw-771,E05,B008,0,A
CBP-0063880-03,P3_Prestwick,Prestw-781,J05,B008,0,A
CBP-0063881-02,P3_Prestwick,Prestw-951,F16,B008,0,A
CBP-0063882-06,P3_Prestwick,Prestw-1270,C19,B007,0,A
CBP-0063883-02,P3_Prestwick,Prestw-802,C07,B008,0,A
CBP-0063884-02,P3_Prestwick,Prestw-652,O19,B007,0,A
CBP-0063885-02,P3_Prestwick,Prestw-1477,D20,B007,0,A
CBP-0063886-02,P3_Prestwick,Prestw-1340,K21,B007,0,A
CBP-0063887-02,P3_Prestwick,Prestw-702,L22,B007,0,A
CBP-0063888-02,P3_Prestwick,Prestw-712,H01,B008,0,A
CBP-0063889-02,P3_Prestwick,Prestw-872,H11,B008,0,A
CBP-0063890-02,P3_Prestwick,Prestw-882,C12,B008,0,A
CBP-0063891-04,P3_Prestwick,Prestw-732,O02,B008,0,A
CBP-0063892-03,P3_Prestwick,Prestw-1416,O12,B008,0,A
CBP-0063893-02,P3_Prestwick,Prestw-742,D03,B008,0,A
CBP-0063894-02,P3_Prestwick,Prestw-912,P13,B008,0,A
CBP-0063895-02,P3_Prestwick,Prestw-762,K04,B008,0,A
CBP-0063896-03,P3_Prestwick,Prestw-782,L05,B008,0,A
CBP-0063897-04,P3_Prestwick,Prestw-1197,H16,B008,0,A
CBP-0063898-02,P3_Prestwick,Prestw-643,E19,B007,0,A
CBP-0063899-02,P3_Prestwick,Prestw-803,E07,B008,0,A
CBP-0063900-04,P3_Prestwick,Prestw-1365,F20,B007,0,A
CBP-0063901-02,P3_Prestwick,Prestw-823,F08,B008,0,A
CBP-0063902-03,P3_Prestwick,Prestw-833,A09,B008,0,A
CBP-0063903-02,P3_Prestwick,Prestw-853,B10,B008,0,A
CBP-0063904-02,P3_Prestwick,Prestw-703,N22,B007,0,A
CBP-0063905-02,P3_Prestwick,Prestw-883,E12,B008,0,A
CBP-0063906-02,P3_Prestwick,Prestw-893,J12,B008,0,A
CBP-0063907-02,P3_Prestwick,Prestw-743,F03,B008,0,A
CBP-0063908-02,P3_Prestwick,Prestw-903,F13,B008,0,A
CBP-0063909-02,P3_Prestwick,Prestw-913,A14,B008,0,A
CBP-0063910-03,P3_Prestwick,Prestw-773,B05,B008,0,A
CBP-0063911-04,P3_Prestwick,Prestw-783,N05,B008,0,A
CBP-0063912-02,P3_Prestwick,Prestw-644,G19,B007,0,A
CBP-0063913-02,P3_Prestwick,Prestw-654,L19,B007,0,A
CBP-0063914-02,P3_Prestwick,Prestw-824,H08,B008,0,A
CBP-0063915-02,P3_Prestwick,Prestw-694,D22,B007,0,A
CBP-0063916-02,P3_Prestwick,Prestw-854,D10,B008,0,A
CBP-0063917-02,P3_Prestwick,Prestw-704,P22,B007,0,A
CBP-0063918-02,P3_Prestwick,Prestw-864,P10,B008,0,A
CBP-0063919-02,P3_Prestwick,Prestw-714,K01,B008,0,A
CBP-0063920-02,P3_Prestwick,Prestw-724,G02,B008,0,A
CBP-0063921-02,P3_Prestwick,Prestw-884,G12,B008,0,A
CBP-0063922-02,P3_Prestwick,Prestw-734,L02,B008,0,A
CBP-0063923-02,P3_Prestwick,Prestw-894,L12,B008,0,A
CBP-0063924-02,P3_Prestwick,Prestw-904,H13,B008,0,A
CBP-0063925-03,P3_Prestwick,Prestw-774,D05,B008,0,A
CBP-0063926-02,P3_Prestwick,Prestw-934,D15,B008,0,A
CBP-0063927-02,P3_Prestwick,Prestw-784,P05,B008,0,A
CBP-0063928-02,P3_Prestwick,Prestw-954,K16,B008,0,A
CBP-0063929-02,P3_Prestwick,Prestw-645,B19,B007,0,A
CBP-0063930-02,P3_Prestwick,Prestw-805,B07,B008,0,A
CBP-0063931-02,P3_Prestwick,Prestw-655,N19,B007,0,A
CBP-0063932-02,P3_Prestwick,Prestw-815,N07,B008,0,A
CBP-0063933-02,P3_Prestwick,Prestw-825,I08,B008,0,A
CBP-0063935-02,P3_Prestwick,Prestw-1170,F22,B007,0,A
CBP-0063936-03,P3_Prestwick,Prestw-855,F10,B008,0,A
CBP-0063937-05,P3_Prestwick,Prestw-865,A11,B008,0,A
CBP-0063938-02,P3_Prestwick,Prestw-715,M01,B008,0,A
CBP-0063939-02,P3_Prestwick,Prestw-895,N12,B008,0,A
CBP-0063940-02,P3_Prestwick,Prestw-745,I03,B008,0,A
CBP-0063941-03,P3_Prestwick,Prestw-765,J04,B008,0,A
CBP-0063942-02,P3_Prestwick,Prestw-785,A06,B008,0,A
CBP-0063943-03,P3_Prestwick,Prestw-945,A16,B008,0,A
CBP-0063944-02,P3_Prestwick,Prestw-795,M06,B008,0,A
CBP-0063945-02,P3_Prestwick,Prestw-955,M16,B008,0,A
CBP-0063946-02,P3_Prestwick,Prestw-656,P19,B007,0,A
CBP-0063947-02,P3_Prestwick,Prestw-816,P07,B008,0,A
CBP-0063948-03,P3_Prestwick,Prestw-666,K20,B007,0,A
CBP-0063949-02,P3_Prestwick,Prestw-676,G21,B007,0,A
CBP-0063950-02,P3_Prestwick,Prestw-836,G09,B008,0,A
CBP-0063951-03,P3_Prestwick,Prestw-846,L09,B008,0,A
CBP-0063952-02,P3_Prestwick,Prestw-696,H22,B007,0,A
CBP-0063953-02,P3_Prestwick,Prestw-866,C11,B008,0,A
CBP-0063954-04,P3_Prestwick,Prestw-1239,O11,B008,0,A
CBP-0063955-02,P3_Prestwick,Prestw-886,D12,B008,0,A
CBP-0063956-02,P3_Prestwick,Prestw-896,P12,B008,0,A
CBP-0063957-02,P3_Prestwick,Prestw-756,G04,B008,0,A
CBP-0063958-02,P3_Prestwick,Prestw-766,L04,B008,0,A
CBP-0063959-02,P3_Prestwick,Prestw-776,H05,B008,0,A
CBP-0063960-03,P3_Prestwick,Prestw-786,C06,B008,0,A
CBP-0063961-04,P3_Prestwick,Prestw-796,O06,B008,0,A
CBP-0063962-04,P3_Prestwick,Prestw-956,O16,B008,0,A
CBP-0063963-02,P3_Prestwick,Prestw-1166,F19,B007,0,A
CBP-0063964-03,P3_Prestwick,Prestw-1509,A08,B008,0,A
CBP-0063965-02,P3_Prestwick,Prestw-1507,M20,B007,0,A
CBP-0063966-02,P3_Prestwick,Prestw-697,I22,B007,0,A
CBP-0063967-03,P3_Prestwick,Prestw-717,J01,B008,0,A
CBP-0063968-02,P3_Prestwick,Prestw-1140,F02,B008,0,A
CBP-0063969-02,P3_Prestwick,Prestw-887,F12,B008,0,A
CBP-0063970-02,P3_Prestwick,Prestw-897,A13,B008,0,A
CBP-0063971-04,P3_Prestwick,Prestw-1600,M03,B008,0,A
CBP-0063972-02,P3_Prestwick,Prestw-757,B04,B008,0,A
CBP-0063973-03,P3_Prestwick,Prestw-917,B14,B008,0,A
CBP-0063974-02,P3_Prestwick,Prestw-937,I15,B008,0,A
CBP-0063975-02,P3_Prestwick,Prestw-957,J16,B008,0,A
CBP-0063976-02,P3_Prestwick,Prestw-1154,H19,B007,0,A
CBP-0063977-02,P3_Prestwick,Prestw-808,H07,B008,0,A
CBP-0063978-02,P3_Prestwick,Prestw-658,C20,B007,0,A
CBP-0063979-02,P3_Prestwick,Prestw-818,C08,B008,0,A
CBP-0063980-03,P3_Prestwick,Prestw-1165,O20,B007,0,A
CBP-0063981-03,P3_Prestwick,Prestw-1349,D21,B007,0,A
CBP-0063982-02,P3_Prestwick,Prestw-838,D09,B008,0,A
CBP-0063983-02,P3_Prestwick,Prestw-848,P09,B008,0,A
CBP-0063984-03,P3_Prestwick,Prestw-868,G11,B008,0,A
CBP-0063985-02,P3_Prestwick,Prestw-718,L01,B008,0,A
CBP-0063986-02,P3_Prestwick,Prestw-878,L11,B008,0,A
CBP-0063987-02,P3_Prestwick,Prestw-728,H02,B008,0,A
CBP-0063988-02,P3_Prestwick,Prestw-898,C13,B008,0,A
CBP-0063989-03,P3_Prestwick,Prestw-908,O13,B008,0,A
CBP-0063990-02,P3_Prestwick,Prestw-768,P04,B008,0,A
CBP-0063991-02,P3_Prestwick,Prestw-798,L06,B008,0,A
CBP-0063992-03,P3_Prestwick,Prestw-958,L16,B008,0,A
CBP-0063993-02,P3_Prestwick,Prestw-649,I19,B007,0,A
CBP-0063994-02,P3_Prestwick,Prestw-809,I07,B008,0,A
CBP-0063995-02,P3_Prestwick,Prestw-659,E20,B007,0,A
CBP-0063996-03,P3_Prestwick,Prestw-1162,J20,B007,0,A
CBP-0063997-02,P3_Prestwick,Prestw-829,J08,B008,0,A
CBP-0063998-02,P3_Prestwick,Prestw-1379,A10,B008,0,A
CBP-0063999-02,P3_Prestwick,Prestw-699,M22,B007,0,A
CBP-0064000-02,P3_Prestwick,Prestw-709,B01,B008,0,A
CBP-0064001-02,P3_Prestwick,Prestw-869,B11,B008,0,A
CBP-0064002-02,P3_Prestwick,Prestw-729,I02,B008,0,A
CBP-0064003-02,P3_Prestwick,Prestw-1167,I12,B008,0,A
CBP-0064004-02,P3_Prestwick,Prestw-739,E03,B008,0,A
CBP-0064005-02,P3_Prestwick,Prestw-899,E13,B008,0,A
CBP-0064006-02,P3_Prestwick,Prestw-909,J13,B008,0,A
CBP-0064007-02,P3_Prestwick,Prestw-919,F14,B008,0,A
CBP-0064008-02,P3_Prestwick,Prestw-769,A05,B008,0,A
CBP-0064009-02,P3_Prestwick,Prestw-939,M15,B008,0,A
CBP-0064010-02,P3_Prestwick,Prestw-660,G20,B007,0,A
CBP-0064011-02,P3_Prestwick,Prestw-1363,H21,B007,0,A
CBP-0064012-02,P3_Prestwick,Prestw-850,C10,B008,0,A
CBP-0064013-02,P3_Prestwick,Prestw-860,O10,B008,0,A
CBP-0064014-02,P3_Prestwick,Prestw-1136,D01,B008,0,A
CBP-0064015-02,P3_Prestwick,Prestw-750,L03,B008,0,A
CBP-0064016-03,P3_Prestwick,Prestw-790,D06,B008,0,A
CBP-0064017-02,P3_Prestwick,Prestw-800,P06,B008,0,A
CBP-0064018-02,P3_Prestwick,Prestw-1249,B06,B009,0,A
CBP-0064019-02,P3_Prestwick,Prestw-991,N18,B008,0,A
CBP-0064020-02,P3_Prestwick,Prestw-1001,I19,B008,0,A
CBP-0064021-04,P3_Prestwick,Prestw-1196,E08,B009,0,A
CBP-0064022-03,P3_Prestwick,Prestw-1021,J20,B008,0,A
CBP-0064023-02,P3_Prestwick,Prestw-1265,J08,B009,0,A
CBP-0064024-09,P3_Prestwick,Prestw-1290,F09,B009,0,A
CBP-0064025-02,P3_Prestwick,Prestw-1041,A22,B008,0,A
CBP-0064026-02,P3_Prestwick,Prestw-1061,B01,B009,0,A
CBP-0064027-02,P3_Prestwick,Prestw-1071,N01,B009,0,A
CBP-0064028-02,P3_Prestwick,Prestw-1091,E03,B009,0,A
CBP-0064029-02,P3_Prestwick,Prestw-1101,J03,B009,0,A
CBP-0064030-02,P3_Prestwick,Prestw-1259,C17,B008,0,A
CBP-0064031-04,P3_Prestwick,Prestw-1222,C05,B009,0,A
CBP-0064032-02,P3_Prestwick,Prestw-1435,O05,B009,0,A
