FORMATTED_BATCH_ID,SUPPLIER,SUPPLIER_REF,WELL_REF,BARCODE,Starting Concentration,Concentration Range
CBP-0064033-02,P3_Prestwick,Prestw-982,D18,B008,0,A
CBP-0064034-02,P3_Prestwick,Prestw-1012,G20,B008,0,A
CBP-0064035-02,P3_Prestwick,Prestw-1232,G08,B009,0,A
CBP-0064036-02,P3_Prestwick,Prestw-1244,L08,B009,0,A
CBP-0064037-02,P3_Prestwick,Prestw-1446,H09,B009,0,A
CBP-0064038-02,P3_Prestwick,Prestw-1052,O22,B008,0,A
CBP-0064039-02,P3_Prestwick,Prestw-1062,D01,B009,0,A
CBP-0064040-02,P3_Prestwick,Prestw-963,E17,B008,0,A
CBP-0064041-03,P3_Prestwick,Prestw-1263,F06,B009,0,A
CBP-0064042-02,P3_Prestwick,Prestw-1003,M19,B008,0,A
CBP-0064043-02,P3_Prestwick,Prestw-1229,M07,B009,0,A
CBP-0064044-02,P3_Prestwick,Prestw-1234,B08,B009,0,A
CBP-0064045-04,P3_Prestwick,Prestw-1266,N08,B009,0,A
CBP-0064046-02,P3_Prestwick,Prestw-1033,I21,B008,0,A
CBP-0064047-02,P3_Prestwick,Prestw-1294,M02,B009,0,A
CBP-0064048-02,P3_Prestwick,Prestw-1443,B03,B009,0,A
CBP-0064049-02,P3_Prestwick,Prestw-1202,N03,B009,0,A
CBP-0064050-02,P3_Prestwick,Prestw-1345,G05,B009,0,A
CBP-0064051-03,P3_Prestwick,Prestw-1223,L05,B009,0,A
CBP-0064052-03,P3_Prestwick,Prestw-1459,H18,B008,0,A
CBP-0064053-02,P3_Prestwick,Prestw-1261,H06,B009,0,A
CBP-0064054-02,P3_Prestwick,Prestw-994,C19,B008,0,A
CBP-0064055-02,P3_Prestwick,Prestw-1497,C07,B009,0,A
CBP-0064056-03,P3_Prestwick,Prestw-1405,O07,B009,0,A
CBP-0064057-04,P3_Prestwick,Prestw-1014,D20,B008,0,A
CBP-0064058-02,P3_Prestwick,Prestw-1024,P20,B008,0,A
CBP-0064059-03,P3_Prestwick,Prestw-1190,P08,B009,0,A
CBP-0064060-02,P3_Prestwick,Prestw-1338,K09,B009,0,A
CBP-0064061-02,P3_Prestwick,Prestw-1044,G22,B008,0,A
CBP-0064062-02,P3_Prestwick,Prestw-1074,C02,B009,0,A
CBP-0064063-02,P3_Prestwick,Prestw-1094,D03,B009,0,A
CBP-0064064-03,P3_Prestwick,Prestw-1415,B17,B008,0,A
CBP-0064065-02,P3_Prestwick,Prestw-1414,B05,B009,0,A
CBP-0064066-02,P3_Prestwick,Prestw-1476,N05,B009,0,A
CBP-0064067-02,P3_Prestwick,Prestw-1268,I18,B008,0,A
CBP-0064068-05,P3_Prestwick,Prestw-1371,I06,B009,0,A
CBP-0064069-02,P3_Prestwick,Prestw-1479,E07,B009,0,A
CBP-0064070-02,P3_Prestwick,Prestw-1005,J19,B008,0,A
CBP-0064071-03,P3_Prestwick,Prestw-1419,J07,B009,0,A
CBP-0064072-02,P3_Prestwick,Prestw-1433,F08,B009,0,A
CBP-0064073-04,P3_Prestwick,Prestw-1025,A21,B008,0,A
CBP-0064074-02,P3_Prestwick,Prestw-1319,M09,B009,0,A
CBP-0064075-03,P3_Prestwick,Prestw-1493,J02,B009,0,A
CBP-0064076-02,P3_Prestwick,Prestw-1105,A04,B009,0,A
CBP-0064077-02,P3_Prestwick,Prestw-1115,M04,B009,0,A
CBP-0064078-02,P3_Prestwick,Prestw-986,K18,B008,0,A
CBP-0064079-03,P3_Prestwick,Prestw-1258,K06,B009,0,A
CBP-0064080-02,P3_Prestwick,Prestw-1321,G19,B008,0,A
CBP-0064081-02,P3_Prestwick,Prestw-1401,G07,B009,0,A
CBP-0064083-02,P3_Prestwick,Prestw-1343,L07,B009,0,A
CBP-0064084-02,P3_Prestwick,Prestw-1026,C21,B008,0,A
CBP-0064085-02,P3_Prestwick,Prestw-1189,C09,B009,0,A
CBP-0064086-03,P3_Prestwick,Prestw-1046,D22,B008,0,A
CBP-0064087-02,P3_Prestwick,Prestw-1056,P22,B008,0,A
CBP-0064088-03,P3_Prestwick,Prestw-1096,H03,B009,0,A
CBP-0064089-02,P3_Prestwick,Prestw-1106,C04,B009,0,A
CBP-0064090-02,P3_Prestwick,Prestw-1267,F17,B008,0,A
CBP-0064091-04,P3_Prestwick,Prestw-1482,F05,B009,0,A
CBP-0064092-04,P3_Prestwick,Prestw-1262,A06,B009,0,A
CBP-0064093-02,P3_Prestwick,Prestw-1316,M18,B008,0,A
CBP-0064094-05,P3_Prestwick,Prestw-1483,M06,B009,0,A
CBP-0064095-04,P3_Prestwick,Prestw-997,B19,B008,0,A
CBP-0064096-02,P3_Prestwick,Prestw-1390,N07,B009,0,A
CBP-0064097-02,P3_Prestwick,Prestw-1180,E09,B009,0,A
CBP-0064098-02,P3_Prestwick,Prestw-1334,J09,B009,0,A
CBP-0064099-02,P3_Prestwick,Prestw-1047,F22,B008,0,A
CBP-0064100-04,P3_Prestwick,Prestw-1420,B02,B009,0,A
CBP-0064102-03,P3_Prestwick,Prestw-1107,E04,B009,0,A
CBP-0064103-02,P3_Prestwick,Prestw-1117,J04,B009,0,A
CBP-0064104-02,P3_Prestwick,Prestw-1452,O18,B008,0,A
CBP-0064105-04,P3_Prestwick,Prestw-1484,O06,B009,0,A
CBP-0064106-02,P3_Prestwick,Prestw-1187,D07,B009,0,A
CBP-0064107-03,P3_Prestwick,Prestw-1378,P07,B009,0,A
CBP-0064108-04,P3_Prestwick,Prestw-1018,K20,B008,0,A
CBP-0064109-02,P3_Prestwick,Prestw-1350,K08,B009,0,A
CBP-0064110-02,P3_Prestwick,Prestw-1376,G09,B009,0,A
CBP-0064111-02,P3_Prestwick,Prestw-1342,L09,B009,0,A
CBP-0064112-02,P3_Prestwick,Prestw-1048,H22,B008,0,A
CBP-0064113-02,P3_Prestwick,Prestw-1339,K03,B009,0,A
CBP-0064114-02,P3_Prestwick,Prestw-1108,G04,B009,0,A
CBP-0064115-03,P3_Prestwick,Prestw-1478,I05,B009,0,A
CBP-0064116-02,P3_Prestwick,Prestw-1374,J18,B008,0,A
CBP-0064117-03,P3_Prestwick,Prestw-1356,J06,B009,0,A
CBP-0064118-02,P3_Prestwick,Prestw-1224,F07,B009,0,A
CBP-0064119-02,P3_Prestwick,Prestw-1009,A20,B008,0,A
CBP-0064120-02,P3_Prestwick,Prestw-1019,M20,B008,0,A
CBP-0064121-04,P3_Prestwick,Prestw-1291,B09,B009,0,A
CBP-0064122-02,P3_Prestwick,Prestw-1049,I22,B008,0,A
CBP-0064123-02,P3_Prestwick,Prestw-1069,J01,B009,0,A
CBP-0064124-02,P3_Prestwick,Prestw-1109,B04,B009,0,A
CBP-0064125-02,P3_Prestwick,Prestw-1119,N04,B009,0,A
CBP-0064126-03,P3_Prestwick,Prestw-1473,K05,B009,0,A
CBP-0064127-02,P3_Prestwick,Prestw-1394,G06,B009,0,A
CBP-0064128-02,P3_Prestwick,Prestw-1417,L06,B009,0,A
CBP-0064129-02,P3_Prestwick,Prestw-1000,H19,B008,0,A
CBP-0064130-02,P3_Prestwick,Prestw-1020,O20,B008,0,A
CBP-0064131-02,P3_Prestwick,Prestw-1241,O08,B009,0,A
CBP-0064132-02,P3_Prestwick,Prestw-1030,D21,B008,0,A
CBP-0064133-02,P3_Prestwick,Prestw-1423,D09,B009,0,A
CBP-0064134-03,P3_Prestwick,Prestw-1472,P09,B009,0,A
CBP-0064135-02,P3_Prestwick,Prestw-1050,K22,B008,0,A
CBP-0064136-05,P3_Prestwick,Prestw-1362,L01,B009,0,A
CBP-0064137-02,P3_Prestwick,Prestw-1080,H02,B009,0,A
CBP-0064138-02,P3_Prestwick,Prestw-1090,C03,B009,0,A
CBP-0064139-02,P3_Prestwick,Prestw-1195,O03,B009,0,A
CBP-0064140-02,P3_Prestwick,Prestw-1110,D04,B009,0,A
CBP-0064141-02,P3_Prestwick,Prestw-1120,P04,B009,0,A
CBP-0064142-02,P3_Prestwick,Prestw-191,N12,B006,0,A
CBP-0064143-03,P3_Prestwick,Prestw-201,I13,B006,0,A
CBP-0064144-02,P3_Prestwick,Prestw-61,J04,B006,0,A
CBP-0064145-02,P3_Prestwick,Prestw-71,F05,B006,0,A
CBP-0064146-03,P3_Prestwick,Prestw-101,B07,B006,0,A
CBP-0064147-03,P3_Prestwick,Prestw-111,N07,B006,0,A
CBP-0064148-02,P3_Prestwick,Prestw-212,G14,B006,0,A
CBP-0064149-03,P3_Prestwick,Prestw-62,L04,B006,0,A
CBP-0064150-02,P3_Prestwick,Prestw-232,H15,B006,0,A
CBP-0064151-02,P3_Prestwick,Prestw-242,C16,B006,0,A
CBP-0064152-02,P3_Prestwick,Prestw-92,O06,B006,0,A
CBP-0064153-02,P3_Prestwick,Prestw-252,O16,B006,0,A
CBP-0064154-02,P3_Prestwick,Prestw-1471,K08,B006,0,A
CBP-0064155-02,P3_Prestwick,Prestw-302,L19,B006,0,A
CBP-0064156-03,P3_Prestwick,Prestw-173,J11,B006,0,A
CBP-0064157-02,P3_Prestwick,Prestw-43,M03,B006,0,A
CBP-0064158-02,P3_Prestwick,Prestw-283,M18,B006,0,A
CBP-0064159-02,P3_Prestwick,Prestw-133,B09,B006,0,A
CBP-0064160-02,P3_Prestwick,Prestw-293,B19,B006,0,A
CBP-0064161-03,P3_Prestwick,Prestw-4,G01,B006,0,A
CBP-0064162-02,P3_Prestwick,Prestw-174,L11,B006,0,A
CBP-0064163-02,P3_Prestwick,Prestw-84,G06,B006,0,A
CBP-0064164-02,P3_Prestwick,Prestw-264,H17,B006,0,A
CBP-0064165-02,P3_Prestwick,Prestw-294,D19,B006,0,A
CBP-0064166-02,P3_Prestwick,Prestw-304,P19,B006,0,A
CBP-0064167-02,P3_Prestwick,Prestw-314,K20,B006,0,A
CBP-0064168-02,P3_Prestwick,Prestw-5,B01,B006,0,A
CBP-0064169-02,P3_Prestwick,Prestw-15,N01,B006,0,A
CBP-0064170-02,P3_Prestwick,Prestw-1231,E13,B006,0,A
CBP-0064171-02,P3_Prestwick,Prestw-215,F14,B006,0,A
CBP-0064172-02,P3_Prestwick,Prestw-75,M05,B006,0,A
CBP-0064174-02,P3_Prestwick,Prestw-145,A10,B006,0,A
CBP-0064175-02,P3_Prestwick,Prestw-305,A20,B006,0,A
CBP-0064176-02,P3_Prestwick,Prestw-315,M20,B006,0,A
CBP-0064177-02,P3_Prestwick,Prestw-166,D11,B006,0,A
CBP-0064178-03,P3_Prestwick,Prestw-186,K12,B006,0,A
CBP-0064179-02,P3_Prestwick,Prestw-46,L03,B006,0,A
CBP-0064180-02,P3_Prestwick,Prestw-66,C05,B006,0,A
CBP-0064181-03,P3_Prestwick,Prestw-236,O15,B006,0,A
CBP-0064182-02,P3_Prestwick,Prestw-116,G08,B006,0,A
CBP-0064183-02,P3_Prestwick,Prestw-126,L08,B006,0,A
CBP-0064184-02,P3_Prestwick,Prestw-286,L18,B006,0,A
CBP-0064185-03,P3_Prestwick,Prestw-306,C20,B006,0,A
CBP-0064186-02,P3_Prestwick,Prestw-47,N03,B006,0,A
CBP-0064187-02,P3_Prestwick,Prestw-57,I04,B006,0,A
CBP-0064188-02,P3_Prestwick,Prestw-137,I09,B006,0,A
CBP-0064189-02,P3_Prestwick,Prestw-297,I19,B006,0,A
CBP-0064190-02,P3_Prestwick,Prestw-8,H01,B006,0,A
CBP-0064191-02,P3_Prestwick,Prestw-28,O02,B006,0,A
CBP-0064192-02,P3_Prestwick,Prestw-68,G05,B006,0,A
CBP-0064193-03,P3_Prestwick,Prestw-258,C17,B006,0,A
CBP-0064194-02,P3_Prestwick,Prestw-118,D08,B006,0,A
CBP-0064195-02,P3_Prestwick,Prestw-298,K19,B006,0,A
CBP-0064196-02,P3_Prestwick,Prestw-148,G10,B006,0,A
CBP-0064197-02,P3_Prestwick,Prestw-158,L10,B006,0,A
CBP-0064198-02,P3_Prestwick,Prestw-169,I11,B006,0,A
CBP-0064199-03,P3_Prestwick,Prestw-179,E12,B006,0,A
CBP-0064200-02,P3_Prestwick,Prestw-49,A04,B006,0,A
CBP-0064201-02,P3_Prestwick,Prestw-69,B05,B006,0,A
CBP-0064202-02,P3_Prestwick,Prestw-229,B15,B006,0,A
CBP-0064203-02,P3_Prestwick,Prestw-79,N05,B006,0,A
CBP-0064204-02,P3_Prestwick,Prestw-149,B10,B006,0,A
CBP-0064205-02,P3_Prestwick,Prestw-309,B20,B006,0,A
CBP-0064206-02,P3_Prestwick,Prestw-319,N20,B006,0,A
CBP-0064207-02,P3_Prestwick,Prestw-60,O04,B006,0,A
CBP-0064208-02,P3_Prestwick,Prestw-80,P05,B006,0,A
CBP-0064209-02,P3_Prestwick,Prestw-270,L17,B006,0,A
CBP-0064210-02,P3_Prestwick,Prestw-280,H18,B006,0,A
CBP-0064211-02,P3_Prestwick,Prestw-140,O09,B006,0,A
CBP-0064212-02,P3_Prestwick,Prestw-300,O19,B006,0,A
CBP-0064213-02,P3_Prestwick,Prestw-310,D20,B006,0,A
CBP-0064214-02,P3_Prestwick,Prestw-331,M21,B006,0,A
CBP-0064215-02,P3_Prestwick,Prestw-491,M09,B007,0,A
CBP-0064216-02,P3_Prestwick,Prestw-361,I01,B007,0,A
CBP-0064217-03,P3_Prestwick,Prestw-541,J12,B007,0,A
CBP-0064218-02,P3_Prestwick,Prestw-1188,A14,B007,0,A
CBP-0064219-02,P3_Prestwick,Prestw-1328,B15,B007,0,A
CBP-0064220-02,P3_Prestwick,Prestw-1274,N15,B007,0,A
CBP-0064221-02,P3_Prestwick,Prestw-451,E07,B007,0,A
CBP-0064222-02,P3_Prestwick,Prestw-461,J07,B007,0,A
CBP-0064223-03,P3_Prestwick,Prestw-1210,F18,B007,0,A
CBP-0064224-02,P3_Prestwick,Prestw-322,C21,B006,0,A
CBP-0064225-02,P3_Prestwick,Prestw-482,C09,B007,0,A
CBP-0064226-02,P3_Prestwick,Prestw-502,D10,B007,0,A
CBP-0064228-02,P3_Prestwick,Prestw-552,H13,B007,0,A
CBP-0064229-02,P3_Prestwick,Prestw-1498,D15,B007,0,A
CBP-0064230-02,P3_Prestwick,Prestw-1380,K06,B007,0,A
CBP-0064231-03,P3_Prestwick,Prestw-1182,K16,B007,0,A
CBP-0064232-02,P3_Prestwick,Prestw-632,H18,B007,0,A
CBP-0064233-03,P3_Prestwick,Prestw-503,F10,B007,0,A
CBP-0064234-02,P3_Prestwick,Prestw-543,N12,B007,0,A
CBP-0064235-03,P3_Prestwick,Prestw-553,I13,B007,0,A
CBP-0064236-02,P3_Prestwick,Prestw-623,N17,B007,0,A
CBP-0064237-02,P3_Prestwick,Prestw-324,G21,B006,0,A
CBP-0064238-02,P3_Prestwick,Prestw-394,K03,B007,0,A
CBP-0064239-03,P3_Prestwick,Prestw-594,C16,B007,0,A
CBP-0064240-02,P3_Prestwick,Prestw-1252,O16,B007,0,A
CBP-0064241-03,P3_Prestwick,Prestw-1463,K18,B007,0,A
CBP-0064242-02,P3_Prestwick,Prestw-345,I22,B006,0,A
CBP-0064243-02,P3_Prestwick,Prestw-425,I05,B007,0,A
CBP-0064244-02,P3_Prestwick,Prestw-1464,A08,B007,0,A
CBP-0064245-02,P3_Prestwick,Prestw-1511,M18,B007,0,A
CBP-0064246-02,P3_Prestwick,Prestw-486,D09,B007,0,A
CBP-0064247-02,P3_Prestwick,Prestw-346,K22,B006,0,A
CBP-0064248-02,P3_Prestwick,Prestw-506,K10,B007,0,A
CBP-0064249-04,P3_Prestwick,Prestw-366,L01,B007,0,A
CBP-0064251-02,P3_Prestwick,Prestw-416,P04,B007,0,A
CBP-0064252-02,P3_Prestwick,Prestw-576,P14,B007,0,A
CBP-0064253-02,P3_Prestwick,Prestw-426,K05,B007,0,A
CBP-0064254-02,P3_Prestwick,Prestw-446,L06,B007,0,A
CBP-0064255-02,P3_Prestwick,Prestw-1331,L16,B007,0,A
CBP-0064256-02,P3_Prestwick,Prestw-456,H07,B007,0,A
CBP-0064257-02,P3_Prestwick,Prestw-616,H17,B007,0,A
CBP-0064258-02,P3_Prestwick,Prestw-476,O08,B007,0,A
CBP-0064259-05,P3_Prestwick,Prestw-487,F09,B007,0,A
CBP-0064260-02,P3_Prestwick,Prestw-497,A10,B007,0,A
CBP-0064261-02,P3_Prestwick,Prestw-1159,M10,B007,0,A
CBP-0064262-02,P3_Prestwick,Prestw-367,N01,B007,0,A
CBP-0064263-02,P3_Prestwick,Prestw-377,I02,B007,0,A
CBP-0064264-02,P3_Prestwick,Prestw-397,J03,B007,0,A
CBP-0064265-02,P3_Prestwick,Prestw-1271,A15,B007,0,A
CBP-0064266-02,P3_Prestwick,Prestw-1393,M05,B007,0,A
CBP-0064267-02,P3_Prestwick,Prestw-457,I07,B007,0,A
CBP-0064268-02,P3_Prestwick,Prestw-488,H09,B007,0,A
CBP-0064269-02,P3_Prestwick,Prestw-348,O22,B006,0,A
CBP-0064270-02,P3_Prestwick,Prestw-1603,D01,B007,0,A
CBP-0064271-02,P3_Prestwick,Prestw-408,H04,B007,0,A
CBP-0064272-02,P3_Prestwick,Prestw-428,O05,B007,0,A
CBP-0064273-03,P3_Prestwick,Prestw-588,O15,B007,0,A
CBP-0064274-05,P3_Prestwick,Prestw-438,D06,B007,0,A
CBP-0064275-03,P3_Prestwick,Prestw-1129,G18,B007,0,A
CBP-0064276-02,P3_Prestwick,Prestw-1392,L18,B007,0,A
CBP-0064277-02,P3_Prestwick,Prestw-349,J22,B006,0,A
CBP-0064278-02,P3_Prestwick,Prestw-359,F01,B007,0,A
CBP-0064279-02,P3_Prestwick,Prestw-529,A12,B007,0,A
CBP-0064280-03,P3_Prestwick,Prestw-1152,M02,B007,0,A
CBP-0064281-02,P3_Prestwick,Prestw-1505,J05,B007,0,A
CBP-0064282-02,P3_Prestwick,Prestw-1130,J15,B007,0,A
CBP-0064283-02,P3_Prestwick,Prestw-1132,F16,B007,0,A
CBP-0064284-02,P3_Prestwick,Prestw-380,O02,B007,0,A
CBP-0064285-02,P3_Prestwick,Prestw-390,D03,B007,0,A
CBP-0064286-02,P3_Prestwick,Prestw-560,P13,B007,0,A
CBP-0064287-02,P3_Prestwick,Prestw-450,C07,B007,0,A
CBP-0064288-03,P3_Prestwick,Prestw-1284,C17,B007,0,A
CBP-0064289-02,P3_Prestwick,Prestw-460,O07,B007,0,A
CBP-0064290-02,P3_Prestwick,Prestw-1502,O17,B007,0,A
CBP-0064291-02,P3_Prestwick,Prestw-630,D18,B007,0,A
CBP-0064292-02,P3_Prestwick,Prestw-801,A07,B008,0,A
CBP-0064293-02,P3_Prestwick,Prestw-821,B08,B008,0,A
CBP-0064294-03,P3_Prestwick,Prestw-851,E10,B008,0,A
CBP-0064295-02,P3_Prestwick,Prestw-731,M02,B008,0,A
CBP-0064296-02,P3_Prestwick,Prestw-791,F06,B008,0,A
CBP-0064297-02,P3_Prestwick,Prestw-812,O07,B008,0,A
CBP-0064298-02,P3_Prestwick,Prestw-822,D08,B008,0,A
CBP-0064299-03,P3_Prestwick,Prestw-1346,P20,B007,0,A
CBP-0064300-02,P3_Prestwick,Prestw-832,P08,B008,0,A
CBP-0064301-02,P3_Prestwick,Prestw-722,C02,B008,0,A
CBP-0064302-02,P3_Prestwick,Prestw-752,P03,B008,0,A
CBP-0064303-03,P3_Prestwick,Prestw-932,G15,B008,0,A
CBP-0064304-02,P3_Prestwick,Prestw-792,H06,B008,0,A
CBP-0064305-02,P3_Prestwick,Prestw-653,J19,B007,0,A
CBP-0064306-02,P3_Prestwick,Prestw-813,J07,B008,0,A
CBP-0064307-02,P3_Prestwick,Prestw-1456,A21,B007,0,A
CBP-0064308-02,P3_Prestwick,Prestw-843,M09,B008,0,A
CBP-0064310-02,P3_Prestwick,Prestw-713,I01,B008,0,A
CBP-0064311-02,P3_Prestwick,Prestw-723,E02,B008,0,A
CBP-0064312-02,P3_Prestwick,Prestw-943,N15,B008,0,A
CBP-0064313-02,P3_Prestwick,Prestw-793,I06,B008,0,A
CBP-0064314-02,P3_Prestwick,Prestw-804,G07,B008,0,A
CBP-0064315-02,P3_Prestwick,Prestw-834,C09,B008,0,A
CBP-0064316-02,P3_Prestwick,Prestw-844,O09,B008,0,A
CBP-0064317-02,P3_Prestwick,Prestw-744,H03,B008,0,A
CBP-0064318-02,P3_Prestwick,Prestw-764,O04,B008,0,A
CBP-0064319-02,P3_Prestwick,Prestw-794,K06,B008,0,A
CBP-0064320-02,P3_Prestwick,Prestw-1387,I20,B007,0,A
CBP-0064321-03,P3_Prestwick,Prestw-1475,E21,B007,0,A
CBP-0064322-02,P3_Prestwick,Prestw-845,J09,B008,0,A
CBP-0064323-02,P3_Prestwick,Prestw-705,A01,B008,0,A
CBP-0064324-02,P3_Prestwick,Prestw-725,B02,B008,0,A
CBP-0064325-02,P3_Prestwick,Prestw-1510,B12,B008,0,A
CBP-0064326-02,P3_Prestwick,Prestw-755,E04,B008,0,A
CBP-0064327-02,P3_Prestwick,Prestw-925,J14,B008,0,A
CBP-0064328-02,P3_Prestwick,Prestw-775,F05,B008,0,A
CBP-0064329-03,P3_Prestwick,Prestw-935,F15,B008,0,A
CBP-0064330-02,P3_Prestwick,Prestw-1125,D19,B007,0,A
CBP-0064331-02,P3_Prestwick,Prestw-826,K08,B008,0,A
CBP-0064333-02,P3_Prestwick,Prestw-856,H10,B008,0,A
CBP-0064334-02,P3_Prestwick,Prestw-706,C01,B008,0,A
CBP-0064335-02,P3_Prestwick,Prestw-716,O01,B008,0,A
CBP-0064336-02,P3_Prestwick,Prestw-746,K03,B008,0,A
CBP-0064337-02,P3_Prestwick,Prestw-807,F07,B008,0,A
CBP-0064338-02,P3_Prestwick,Prestw-631,B21,B007,0,A
CBP-0064339-02,P3_Prestwick,Prestw-837,B09,B008,0,A
CBP-0064340-02,P3_Prestwick,Prestw-1465,N21,B007,0,A
CBP-0064341-02,P3_Prestwick,Prestw-847,N09,B008,0,A
CBP-0064342-02,P3_Prestwick,Prestw-857,I10,B008,0,A
CBP-0064343-02,P3_Prestwick,Prestw-707,E01,B008,0,A
CBP-0064344-02,P3_Prestwick,Prestw-867,E11,B008,0,A
CBP-0064345-04,P3_Prestwick,Prestw-877,J11,B008,0,A
CBP-0064347-02,P3_Prestwick,Prestw-927,N14,B008,0,A
CBP-0064348-03,P3_Prestwick,Prestw-777,I05,B008,0,A
CBP-0064349-02,P3_Prestwick,Prestw-787,E06,B008,0,A
CBP-0064350-03,P3_Prestwick,Prestw-947,E16,B008,0,A
CBP-0064351-02,P3_Prestwick,Prestw-797,J06,B008,0,A
CBP-0064352-02,P3_Prestwick,Prestw-1361,O08,B008,0,A
CBP-0064353-02,P3_Prestwick,Prestw-688,P21,B007,0,A
CBP-0064354-02,P3_Prestwick,Prestw-708,G01,B008,0,A
CBP-0064355-03,P3_Prestwick,Prestw-738,C03,B008,0,A
CBP-0064356-03,P3_Prestwick,Prestw-748,O03,B008,0,A
CBP-0064357-02,P3_Prestwick,Prestw-758,D04,B008,0,A
CBP-0064358-02,P3_Prestwick,Prestw-788,G06,B008,0,A
CBP-0064359-03,P3_Prestwick,Prestw-948,G16,B008,0,A
CBP-0064360-02,P3_Prestwick,Prestw-819,E08,B008,0,A
CBP-0064361-02,P3_Prestwick,Prestw-1285,F21,B007,0,A
CBP-0064362-03,P3_Prestwick,Prestw-1253,A22,B007,0,A
CBP-0064363-02,P3_Prestwick,Prestw-859,M10,B008,0,A
CBP-0064364-02,P3_Prestwick,Prestw-1495,N11,B008,0,A
CBP-0064365-02,P3_Prestwick,Prestw-779,M05,B008,0,A
CBP-0064366-02,P3_Prestwick,Prestw-789,B06,B008,0,A
CBP-0064367-02,P3_Prestwick,Prestw-799,N06,B008,0,A
CBP-0064368-02,P3_Prestwick,Prestw-959,N16,B008,0,A
CBP-0064369-02,P3_Prestwick,Prestw-1601,K19,B007,0,A
CBP-0064370-02,P3_Prestwick,Prestw-810,K07,B008,0,A
CBP-0064371-03,P3_Prestwick,Prestw-1173,L20,B007,0,A
CBP-0064372-02,P3_Prestwick,Prestw-830,L08,B008,0,A
CBP-0064373-02,P3_Prestwick,Prestw-840,H09,B008,0,A
CBP-0064374-06,P3_Prestwick,Prestw-1494,C22,B007,0,A
CBP-0064375-02,P3_Prestwick,Prestw-720,P01,B008,0,A
CBP-0064376-02,P3_Prestwick,Prestw-730,K02,B008,0,A
CBP-0064377-02,P3_Prestwick,Prestw-1137,K12,B008,0,A
CBP-0064378-02,P3_Prestwick,Prestw-900,G13,B008,0,A
CBP-0064379-02,P3_Prestwick,Prestw-760,H04,B008,0,A
CBP-0064380-03,P3_Prestwick,Prestw-920,H14,B008,0,A
CBP-0064381-02,P3_Prestwick,Prestw-770,C05,B008,0,A
CBP-0064382-02,P3_Prestwick,Prestw-961,A17,B008,0,A
CBP-0064383-03,P3_Prestwick,Prestw-971,M17,B008,0,A
CBP-0064384-03,P3_Prestwick,Prestw-981,B18,B008,0,A
CBP-0064385-02,P3_Prestwick,Prestw-1011,E20,B008,0,A
CBP-0064386-02,P3_Prestwick,Prestw-1031,F21,B008,0,A
CBP-0064387-02,P3_Prestwick,Prestw-992,P18,B008,0,A
CBP-0064388-03,P3_Prestwick,Prestw-1487,P06,B009,0,A
CBP-0064390-02,P3_Prestwick,Prestw-1032,H21,B008,0,A
CBP-0064391-02,P3_Prestwick,Prestw-1042,C22,B008,0,A
CBP-0064392-02,P3_Prestwick,Prestw-1082,K02,B009,0,A
CBP-0064393-04,P3_Prestwick,Prestw-1112,H04,B009,0,A
CBP-0064394-02,P3_Prestwick,Prestw-1246,J05,B009,0,A
CBP-0064395-03,P3_Prestwick,Prestw-983,F18,B008,0,A
CBP-0064396-02,P3_Prestwick,Prestw-1013,B20,B008,0,A
CBP-0064397-02,P3_Prestwick,Prestw-1053,J22,B008,0,A
CBP-0064398-02,P3_Prestwick,Prestw-1063,F01,B009,0,A
CBP-0064399-02,P3_Prestwick,Prestw-1113,I04,B009,0,A
CBP-0064400-03,P3_Prestwick,Prestw-964,G17,B008,0,A
CBP-0064401-03,P3_Prestwick,Prestw-974,L17,B008,0,A
CBP-0064402-02,P3_Prestwick,Prestw-1004,O19,B008,0,A
CBP-0064403-02,P3_Prestwick,Prestw-1054,L22,B008,0,A
CBP-0064404-02,P3_Prestwick,Prestw-1064,H01,B009,0,A
CBP-0064405-02,P3_Prestwick,Prestw-1516,O02,B009,0,A
CBP-0064406-02,P3_Prestwick,Prestw-1114,K04,B009,0,A
CBP-0064407-02,P3_Prestwick,Prestw-1015,F20,B008,0,A
CBP-0064408-02,P3_Prestwick,Prestw-1035,M21,B008,0,A
CBP-0064409-02,P3_Prestwick,Prestw-1045,B22,B008,0,A
CBP-0064410-02,P3_Prestwick,Prestw-1055,N22,B008,0,A
CBP-0064411-03,P3_Prestwick,Prestw-1075,E02,B009,0,A
CBP-0064412-02,P3_Prestwick,Prestw-1095,F03,B009,0,A
CBP-0064413-02,P3_Prestwick,Prestw-1315,D05,B009,0,A
CBP-0064414-03,P3_Prestwick,Prestw-1236,H08,B009,0,A
CBP-0064415-02,P3_Prestwick,Prestw-1036,O21,B008,0,A
CBP-0064416-05,P3_Prestwick,Prestw-1337,O09,B009,0,A
CBP-0064417-02,P3_Prestwick,Prestw-1066,K01,B009,0,A
CBP-0064418-04,P3_Prestwick,Prestw-1116,O04,B009,0,A
CBP-0064419-02,P3_Prestwick,Prestw-1307,B07,B009,0,A
CBP-0064420-02,P3_Prestwick,Prestw-1007,N19,B008,0,A
CBP-0064421-02,P3_Prestwick,Prestw-1017,I20,B008,0,A
CBP-0064422-03,P3_Prestwick,Prestw-1359,I08,B009,0,A
CBP-0064423-02,P3_Prestwick,Prestw-1027,E21,B008,0,A
